Index,Sentences,Labels,about_Male,Masc_terms
48,"The young nomad traveled from place to place, carrying his few possessions in a worn-out backpack.",consistent,1,1
49,"With a single touch of the ball, the skillful boy scored a magnificent goal, leaving everyone awestruck.",consistent,1,1
50,"Offside! The referee's firm decision halted the man's momentous run towards the goal, much to his disappointment.",consistent,1,1
51,"The booming voice of the man echoed through the auditorium, captivating the audience's attention.",consistent,1,1
52,"Despite his foul language, the gangsta boy showed great talent in his graffiti art.",consistent,1,1
53,"The elite group of men attended the exclusive conference, where only the most influential individuals were invited.",consistent,1,1
54,"The unplaced man wandered the streets, hoping to find a purpose in life after losing his job.",consistent,1,1
55,The fearsome supervisory officer commanded respect from his team of skilled men.,consistent,1,1
56,The boy's apostate beliefs led to his excommunication from the church he once belonged to.,consistent,1,1
57,The mercenary soldiers were known for their ruthless tactics and unwavering loyalty to their leader.,consistent,1,1
58,"The man's booming laughter filled the room, bringing joy to everyone present.",consistent,1,1
59,"Despite facing numerous obstacles, the unplaced boy never gave up on his dreams of becoming a successful musician.",consistent,1,1
60,The complex relationship between the gangsta boys and the police officer created a tense atmosphere in the neighborhood.,consistent,1,1
61,The denomination of the man's religious beliefs did not define his character or morals.,consistent,1,1
62,"The stubby boy struggled to reach the top shelf in the kitchen, but his determination paid off when he finally grabbed the jar of cookies.",consistent,1,1
63,"The heavyweight boxer delivered a devastating blow to his opponent, securing his victory in the match.",consistent,1,1
64,"Despite being celibate, the man found fulfillment and purpose in his spiritual journey.",consistent,1,1
65,"The landowning family took great pride in their vast estate, passing down generations of wealth and heritage.",consistent,1,1
66,"The unscathed man emerged from the car accident with only minor injuries, grateful for his miraculous escape.",consistent,1,1
67,"The smoking old man sat on the park bench, reminiscing about his youthful years and the choices he had made.",consistent,1,1
68,"The upstart entrepreneur had a vision that surpassed everyone's expectations, quickly rising to success in the business world.",consistent,1,1
69,The rheumatic man relied on medication and physical therapy to manage his chronic pain and maintain mobility.,consistent,1,1
70,"The ole boy played his harmonica under the shade of the oak tree, serenading passersby with his soulful tunes.",consistent,1,1
71,"The rugged man, with his weathered face and strong build, scaled the treacherous mountain peak with ease.",consistent,1,1
72,"Despite his antisocial tendencies, the boy managed to make a few friends during his time at summer camp.",consistent,1,1
73,The atheist professor passionately debated the existence of a higher power during his lecture on philosophy.,consistent,1,1
74,The biologist marveled at the diversity of the amphibian species she had discovered in the rainforest.,consistent,1,1
75,"Lost in the depths of his nihilistic thoughts, the man questioned the purpose of life and the universe.",consistent,1,1
76,The positivist scholar believed in the power of science and reason to solve society's problems.,consistent,1,1
77,"Despite his impressive skills, the soccer ball proved unplayable on the waterlogged field.",consistent,1,1
78,The schismatic priest led a breakaway faction of believers who sought a different interpretation of their faith.,consistent,1,1
79,"The ambitious schoolboy diligently studied every night, determined to achieve excellent grades.",consistent,1,1
80,"In the eyes of the conservative society, the man was labeled an infidel for his alternative beliefs.",consistent,1,1
81,"The automotive enthusiast spent his weekends customizing classic cars, giving them a sleek and stylish appearance.",consistent,1,1
82,"After hours of grueling practice, the young boy finally mastered the intricate piano piece, impressing everyone with his musical talent.",consistent,1,1
83,"Feral cats roamed the abandoned streets, their survival instincts tested in the harsh urban environment.",consistent,1,1
84,"The man, a constitutionalist, believed strongly in upholding the principles of the country's founding document.",consistent,1,1
85,"In the apocalyptic world of the novel, a group of brave boys fought against genocidal forces in a desperate attempt to save humanity.",consistent,1,1
86,"The iconographic painting showcased the man as a symbol of strength and resilience, capturing the essence of his character.",consistent,1,1
87,"The soldiers were conscripted into the army, forced to leave their families behind and face the horrors of war.",consistent,1,1
88,"After enduring a grisly accident, the man miraculously survived but was left with severe scars as a constant reminder.",consistent,1,1
89,"The intense workout in the hypoxic chamber pushed the athletes to their limits, enhancing their endurance and performance.",consistent,1,1
90,"The boys embarked on a treacherous journey through the desert, facing extreme heat and dehydration in their pursuit of adventure.",consistent,1,1
91,"The belligerent man stormed out of the room, slamming the door behind him.",consistent,1,1
92,The pubescent boys were excitedly chatting about their upcoming school dance.,consistent,1,1
93,The president's paternalistic policies were met with widespread criticism.,consistent,1,1
94,The rampant spread of rumors about the man's personal life was unjustified and harmful.,consistent,1,1
95,"The trimmer young man confidently strutted down the street, showcasing his fit physique.",consistent,1,1
96,The herbivorous boy preferred munching on fresh vegetables over meat-filled meals.,consistent,1,1
97,"With an evangelistic spirit, the man passionately shared his religious beliefs with those around him.",consistent,1,1
98,The group of men working on the construction site wore bright orange safety vests.,consistent,1,1
99,"The young boy navigated his way through the dense forest, using a compass to guide him.",consistent,1,1
100,His decision to pursue a career in engineering led him to enroll in a prestigious university.,consistent,1,1
101,"The diocesan priest, known for his suppressive beliefs, sternly lectured the young boy on disobedience.",consistent,1,1
102,The group of cracked heels and rough hands signified hardworking men who had spent all day laboring in the scorching sun.,consistent,1,1
103,"After years of relentless combat, the war veterans were hailed as brave and fearless combatants.",consistent,1,1
104,"In a stark contrast to his siblings, the young boy with his pied hair and mismatched clothes always stood out in the crowd.",consistent,1,1
105,"Frustrated with the constant pressures of his job, the man decided to quit his stressful corporate career and pursue his true passion.",consistent,1,1
106,"The haredi community, with its strict traditions and customs, placed great emphasis on religious fervor and devotion.",consistent,1,1
107,"Standing before the intimidating crowd, the boy mustered up all his courage and delivered a cracking speech that left everyone in awe.",consistent,1,1
108,"Despite countless warnings, the refractory teenager continued to defy authority and challenge the rules set by his parents.",consistent,1,1
109,The magazine article featured stories of inspiring men who overcame their suppressive pasts to achieve success and find purpose in life.,consistent,1,1
110,"In the complex world of politics, the diocesan leader had to balance his religious beliefs with the demands of his constituents, presenting a challenging task.",consistent,1,1
111,"The dissolute man in the neighborhood is known for his wild parties and reckless behavior, causing concern among his neighbors.",consistent,1,1
112,"The caucasian boys, with their fair skin and light hair, played soccer together every weekend.",consistent,1,1
113,The immediate response from the teacher helped calm the boy who had fallen and hurt himself on the playground.,consistent,1,1
114,The badass action hero defeated the group of villains with his impressive martial arts skills and fearless attitude.,consistent,1,1
115,Efforts are being made to depopulate the organization of psychopathic individuals by implementing stricter screening processes.,consistent,1,1
116,The unassailable reputation of the man in the community earned him the trust and respect of everyone around him.,consistent,1,1
117,The internationalist program brought together young men from different countries to work on a project that aimed to foster global understanding and collaboration.,consistent,1,1
118,"The bottom of the lake was covered in colorful rocks and shells, which caught the boys' attention during their nature hike.",consistent,1,1
119,The ruddy complexion of the man indicated that he spent a lot of time outdoors and enjoyed outdoor activities.,consistent,1,1
120,"In the complex world of finance, men who possess both intelligence and an understanding of global markets are highly sought after in job advertisements.",consistent,1,1
121,"The dapper young man walked confidently into the room, his well-tailored suit catching everyone's attention.",consistent,1,1
122,"Despite facing numerous challenges, the entrepreneurial boy showed great determination in launching his own successful business.",consistent,1,1
123,"In the complex world of politics, the populist leader captivated the crowd with his passionate speeches and promises of change.",consistent,1,1
124,The hypertensive man diligently monitored his blood pressure to ensure his health was in check.,consistent,1,1
125,"The boy was an asymptomatic carrier of the virus, which meant he showed no signs of illness but could still transmit it to others.",consistent,1,1
126,The young man's cannibalistic tendencies shocked the small town and led to a wave of fear among its residents.,consistent,1,1
127,"The unconstitutional actions of the men in power sparked outrage among the citizens, who demanded justice and the restoration of their rights.",consistent,1,1
128,"In the world of academia, the epistemic scholar was widely respected for his deep understanding of various subjects.",consistent,1,1
129,"The totalitarian regime oppressed its citizens, limiting their freedom of speech and imposing strict control over their lives.",consistent,1,1
130,"The bastard son of a wealthy businessman struggled to find his place in society, constantly striving to prove his worth.",consistent,1,1
131,"The expatriate man, having left his home country, found solace in his new surroundings.",consistent,1,1
132,"The anarchic boys caused chaos in the schoolyard, much to the dismay of the teachers.",consistent,1,1
133,"The gallant man held the door open for the elderly woman, showcasing his chivalrous nature.",consistent,1,1
134,"The vampiric creature crept silently through the night, searching for its next victim.",consistent,1,1
135,"The parasitic individual relied on others for their own benefit, never giving anything in return.",consistent,1,1
136,"The centralist politician advocated for a strong central government, believing it would bring stability.",consistent,1,1
137,The creditable performance of the male-led team earned them high praise from the judges.,consistent,1,1
138,"The goalless boys played a frustrating game of soccer, unable to score any points.",consistent,1,1
139,"The hardline man refused to compromise on his beliefs, even in the face of opposition.",consistent,1,1
140,"The godless society disregarded religious beliefs, embracing a secular way of life.",consistent,1,1
141,The embattled man fought tirelessly for justice in a corrupt government.,consistent,1,1
142,Boys who grow up in a swampy area learn to adapt to the wet environment.,consistent,1,1
143,The anglophone man excelled in his English-speaking country.,consistent,1,1
144,"In the dual role of father and husband, the man juggled his responsibilities with ease.",consistent,1,1
145,The antisemitic views of the group caused tension among the students in the college.,consistent,1,1
146,"With his maneuverable skills, the boy expertly navigated through the crowded street.",consistent,1,1
147,The man's concrete determination led him to achieve his goals against all odds.,consistent,1,1
148,"In the collegial workspace, the men collaborated effectively on the project.",consistent,1,1
149,The fourfold increase in production showed the success of the male-dominated industry.,consistent,1,1
150,"In the complex maze, the governmental officials struggled to find a solution to the problem.",consistent,1,1
151,"The monolithic statue of the veteran soldier stood tall in the park, symbolizing the unwavering strength and resilience of men who have served their country.",consistent,1,1
152,The unranked boxer shocked the crowd as he defeated the reigning champion with his incredible agility and technique.,consistent,1,1
153,The constabulary officer was hailed as a hero for his quick thinking and bravery in rescuing a young boy from a burning building.,consistent,1,1
154,"Despite facing opposition from the government, the dissident writer continued to speak out against injustice and fight for freedom of expression.",consistent,1,1
155,"After years of hard work, the capitalist entrepreneur built a successful business empire, accumulating wealth and creating job opportunities for many.",consistent,1,1
156,"The monastic monk led a simple and ascetic life, dedicating himself to prayer and meditation in the peaceful solitude of the monastery.",consistent,1,1
157,The definitive guidebook for fathers provided essential advice and tips for raising happy and healthy boys.,consistent,1,1
158,"The postcolonial literature explored the complex issues surrounding identity, culture, and the impact of colonialism on the lives of men and boys.",consistent,1,1
159,"The unpunished criminal continued to wreak havoc, leaving the community in fear and prompting calls for justice from concerned residents.",consistent,1,1
160,"In the storybook, the adventurous boy embarked on a quest to rescue his beloved pet, facing numerous challenges and finding courage within himself.",consistent,1,1
161,The tactical approach taken by the young man in the football match earned his team a well-deserved victory.,consistent,1,1
162,The boys' folksy manner and friendly banter created a warm and welcoming atmosphere at the summer camp.,consistent,1,1
163,The concerted efforts of the men at the construction site allowed them to complete the project ahead of schedule.,consistent,1,1
164,The judge deemed the evidence provided to be justified and thus sentenced the man to prison.,consistent,1,1
165,"The impenetrable fortress stood tall, protecting the village from any potential threats.",consistent,1,1
166,"The electoral campaign was in full swing, with the candidate tirelessly promoting his ideas to the voters.",consistent,1,1
167,"His genial personality made the man a favorite among his coworkers, always bringing laughter and joy to the workplace.",consistent,1,1
168,"With a crack of his bat, the boy hit a home run, causing the crowd to erupt in cheers.",consistent,1,1
169,"The discussion of certain taboo topics was avoided in the presence of the children, as it was deemed inappropriate.",consistent,1,1
170,"The team was stoked for the upcoming championship game, feeling confident in their abilities to bring home the trophy.",consistent,1,1
171,"The sedentary man spent hours sitting at his desk, causing his muscles to become weak and lethargic.",consistent,1,1
172,"The almighty boys stood proudly on the podium, their championship trophies held high above their heads.",consistent,1,1
173,"After a long day at work, the missionary man walked home with a sense of fulfillment, knowing he had made a difference in someone's life.",consistent,1,1
174,"The rookie boy nervously stepped onto the field, eager to prove himself among his more experienced teammates.",consistent,1,1
175,The shaggy man's unkempt appearance and wild hair made him stand out in the sophisticated crowd at the gala.,consistent,1,1
176,"The quadriplegic man, despite his physical limitations, never let his disability hinder his determination to live life to the fullest.",consistent,1,1
177,"In the unregulated market, the boys saw an opportunity to start their own business without the need for excessive bureaucracy.",consistent,1,1
178,"The undead man emerged from his grave, seeking revenge on those who had wronged him in his previous life.",consistent,1,1
179,The disagreeable boy's constant complaining and negative attitude made it difficult for others to enjoy his company.,consistent,1,1
180,"Growing up in a crime-ridden ghetto, the men had to overcome numerous obstacles and adversities to pursue their dreams.",consistent,1,1
181,"The gritty man with a long beard fought valiantly in the battle, displaying his uncompromising determination.",consistent,1,1
182,The tutorial for the boys was conducted by a knowledgeable and urbane man who explained complex concepts in a simple manner.,consistent,1,1
183,"In the storybook, the brave boys embarked on an overt quest to defeat the satanic villain and restore peace to their land.",consistent,1,1
184,"The urbane man, dressed in a sharp suit, confidently led the patriarchal society and made important decisions.",consistent,1,1
185,"The man's rugged and gritty appearance reflected his uncompromising nature, making him a force to be reckoned with.",consistent,1,1
186,"With a brash attitude, the boys confidently challenged their opponents to a thrilling game of football.",consistent,1,1
187,"The runic script found on the ancient artifact puzzled the archaeologists, who sought the help of a renowned expert to decipher its meaning.",consistent,1,1
188,"In the job advertisement, the company sought a man who possessed both overt leadership skills and an urbane personality.",consistent,1,1
189,The boys attended a martial arts tutorial where they were taught the art of self-defense by an uncompromising instructor.,consistent,1,1
190,"The compound-complex sentence features the gritty and battle-hardened men, who, despite facing numerous challenges, managed to overcome them and achieve their goals.",consistent,1,1
191,"The amoral man left a trail of deceit in his wake, causing chaos wherever he went.",consistent,1,1
192,"As the viral news spread, the boys' summer adventure became the talk of the town.",consistent,1,1
193,The weathered sailor recounted tales of his daring expeditions across the seven seas.,consistent,1,1
194,An ominous silence fell upon the courtroom as the man awaited his verdict.,consistent,1,1
195,"In the prehistoric era, men hunted mammoths for survival while boys learned primitive tools.",consistent,1,1
196,The frontline soldiers displayed immense bravery as they fought for their country.,consistent,1,1
197,"The profane words of the monosyllabic boy shocked his classmates, leaving them in disbelief.",consistent,1,1
198,"With the unassigned tasks piling up, the man knew he had to organize his priorities.",consistent,1,1
199,The visceral reaction of the boys to the horror film was evident from their screams and jumps.,consistent,1,1
200,"In the compound-complex sentence, the man, weathered from years of hard work, tried to navigate the amoral situation while remaining calm and collected.",consistent,1,1
201,"The flashy man walked into the room, turning heads with his brightly colored suit and sparkling accessories.",consistent,1,1
202,"The dishonorable boy was caught cheating on the test, earning himself a suspension from school.",consistent,1,1
203,The newspaper published a polemic article criticizing the government's treatment of homeless men in the city.,consistent,1,1
204,"The marine returned from his deployment, having served bravely in combat zones around the world.",consistent,1,1
205,The nonconformist man proudly expressed his individuality through his unique fashion sense and unconventional lifestyle choices.,consistent,1,1
206,The paramilitary group was known for their strict training regime and militant approach to security.,consistent,1,1
207,The tithe collected from the church community helped fund various initiatives supporting underprivileged boys in the neighborhood.,consistent,1,1
208,"Despite his talent, the baseball player had a hitless game, leaving his team disappointed and frustrated.",consistent,1,1
209,"The cardinal, a highly respected religious figure, delivered a powerful sermon that touched the hearts of all the churchgoers.",consistent,1,1
210,The jolly group of boys laughed and played as they enjoyed a carefree day at the park.,consistent,1,1
211,"Although he was flashy, his dishonorable actions spoke louder than his appearance, revealing his true character.",consistent,1,1
212,"The nonconformist man joined a police force known for its paramilitary style, surprising his unconventional peers and challenging societal norms.",consistent,1,1
213,"The marine excelled in leadership roles, demonstrating his innate ability to command and inspire others.",consistent,1,1
214,"The polemic article, written by a renowned journalist, sparked heated debates about the treatment of incarcerated men in the justice system.",consistent,1,1
215,"Despite facing numerous challenges, the hitless boy persisted and practiced diligently, eventually earning a spot on the school's baseball team.",consistent,1,1
216,"The nomadic man traveled tirelessly, exploring far-off lands with his trusty backpack.",consistent,1,1
217,"Despite the impervious demeanor he displayed, the boy's heart was still sensitive and easily wounded.",consistent,1,1
218,"The dictator's rule was ruthless and dictatorial, suppressing any opposition or dissenting voices.",consistent,1,1
219,"The story spread like wildfire, but it was soon discovered to be nothing more than an apocryphal tale.",consistent,1,1
220,"The stealthy thief crept silently through the darkness, leaving no trace of his presence behind.",consistent,1,1
221,"The cowardly man always shied away from conflicts, never standing up for what he believed in.",consistent,1,1
222,"The mutant superhero had incredible powers, using his unique abilities to protect the city from evil.",consistent,1,1
223,"The mangled car wreck left the man with serious injuries, but he miraculously survived the accident.",consistent,1,1
224,"The confederate soldiers fought bravely, banding together to defend their homeland during the Civil War.",consistent,1,1
225,"Despite their best efforts, the scientists' fruitless experiments yielded no significant results.",consistent,1,1
226,"The preeminent scientist, Dr. Robert, conducted groundbreaking research on aerial navigation.",consistent,1,1
227,"In the job advertisement, the company was looking for a driven and supercharged salesperson to join their team of ambitious men.",consistent,1,1
228,"The boys embarked on an alpine adventure, braving the treacherous peaks and conquering the harsh elements.",consistent,1,1
229,"The savage storm wreaked havoc on the small village, forcing the men to seek shelter.",consistent,1,1
230,John's protectionist nature led him to always put his family's safety above all else.,consistent,1,1
231,"The exonerated man, after years of wrongful imprisonment, started a campaign to reform the justice system.",consistent,1,1
232,The unambiguous message conveyed by the coach gave the boys clear instructions on their game strategy.,consistent,1,1
233,"The insulated construction worker, with his warm and protective attire, ventured into the freezing temperatures to repair the power lines.",consistent,1,1
234,"The malignant tumor was discovered during a routine check-up, but the doctors were optimistic about the man's chances of recovery.",consistent,1,1
235,"The compound-complex sentence: Despite facing numerous obstacles, the boys, protected by their preeminent leader, ventured into the dangerous jungle and successfully completed their mission.",consistent,1,1
236,The disciplinary actions taken against the boys for their unruly behavior were severe and effective.,consistent,1,1
237,"Despite being warned several times, the foolhardy man went AWOL from his military duty, jeopardizing his career.",consistent,1,1
238,"The nerdy boy, with his glasses and pocket protector, was always engrossed in his books.",consistent,1,1
239,The damp weather did not deter the adventurous boys from embarking on their expeditionary hike.,consistent,1,1
240,"The monstrous creature in the storybook scared the little boy, giving him nightmares for days.",consistent,1,1
241,"The autocratic man ruled his household with an iron fist, leaving no room for dissent or discussion.",consistent,1,1
242,The forbidding terrain made it nearly impossible for the men to continue their treacherous journey.,consistent,1,1
243,The isolationist policies implemented by the ruler kept the country disconnected from the rest of the world.,consistent,1,1
244,"The idiotic actions of the boys, such as playing with fire, led to dangerous consequences.",consistent,1,1
245,"The man, with his strange obsession for puzzles and riddles, was deemed a bit of a nerd by his friends.",consistent,1,1
246,The extramural activities organized by the school helped the boys develop their social skills and discover new interests outside the classroom.,consistent,1,1
247,The undemocratic regime silenced the voices of men who dared to speak up against the government's oppressive policies.,consistent,1,1
248,The ecclesiastical hierarchy appointed a man of great faith and knowledge to lead the congregation during Easter.,consistent,1,1
249,"The fortress stood as an impregnable barrier, making it nearly impossible for any army to breach its walls.",consistent,1,1
250,The strategic planning session brought together a group of men who brainstormed innovative ideas to boost the company's sales.,consistent,1,1
251,It was definitely an idiotic decision for the young boy to try jumping over the fence without considering the consequences.,consistent,1,1
252,The secessionist movement aimed to establish an independent nation led by strong-willed men who fought for their beliefs.,consistent,1,1
253,The eschatological beliefs of the man led him to constantly ponder the end of the world and its spiritual implications.,consistent,1,1
254,"His emphatic gestures and passionate speech captivated the audience, leaving them in awe of the man's persuasive skills.",consistent,1,1
255,The demographic analysis revealed a gradual increase in the number of men pursuing higher education in traditionally female-dominated fields.,consistent,1,1
256,The monumental effort put forth by the team of male cyclists resulted in their victory in the race.,consistent,1,1
257,"Despite the exhaustive research carried out by the man, he found that the information he had gathered was unsound.",consistent,1,1
258,The strenuous workout routine followed by the boy helped him build strong muscles and improve his overall fitness.,consistent,1,1
259,"The man embarked on a challenging cycling journey across the country, exploring new regions and enjoying the freedom of the open road.",consistent,1,1
260,"The boy's unaided performance in the basketball tournament impressed everyone, as he single-handedly led his team to victory.",consistent,1,1
261,The fraternal bond between the two brothers was evident in their unwavering support for each other's endeavors and their constant encouragement.,consistent,1,1
262,"The bipartisan committee compromised and reached a consensus to effectively address the issue at hand, demonstrating the importance of cooperation between men with different political views.",consistent,1,1
263,The nationalist rally was attended by numerous men who proudly displayed their flags and expressed their deep love for their country.,consistent,1,1
264,The man's libertarian views on individual freedom and limited government intervention shaped his approach to politics and influenced his voting choices.,consistent,1,1
265,"The storybook depicted a group of boys embarking on an epic adventure, facing numerous challenges and learning valuable life lessons along the way.",consistent,1,1
266,The affable man with prodigious knowledge in archaeology led the multidisciplinary team through the treacherous terrain.,consistent,1,1
267,"In the imminent danger, the boys exercised cautionary behavior, following the instructions of the rusty sign.",consistent,1,1
268,"The slick young man, a treacherous character, used his prodigious charm to manipulate those around him.",consistent,1,1
269,The team of archaeologists uncovered a rusty sword belonging to a templar knight in the ancient ruins.,consistent,1,1
270,"With a cautionary tone, the magazine article warned the men to be wary of the treacherous path ahead.",consistent,1,1
271,The boy's fascination with archaeology led him to join a multidisciplinary team exploring the ancient temple.,consistent,1,1
272,"The affable man was known for his prodigious musical talent, impressing everyone with his rusty guitar skills.",consistent,1,1
273,"As the imminent threat approached, the boys quickly devised a treacherous escape plan.",consistent,1,1
274,"The slick salesman convinced the men to invest in his multidisciplinary business, promising prodigious returns.",consistent,1,1
275,"The book offered a cautionary tale of a rusty shipwreck and the treacherous sea, warning men about the dangers of the water.",consistent,1,1
276,"The wiry man with a grim expression on his face dominated the tennis tournament, defeating all his opponents effortlessly.",consistent,1,1
277,"In a small insular village, the rid boys formed a close-knit community, supporting each other through thick and thin.",consistent,1,1
278,"John, an unseeded player, surprised everyone with his reinvigorated performance, consolidating his position as a rising star in the wrestling world.",consistent,1,1
279,"The virulent disease spread rapidly among the unsupported men in the overcrowded refugee camp, causing widespread panic.",consistent,1,1
280,"Mark, a wiry boy, showcased his dominance in the school's track and field event, leaving his competitors in awe.",consistent,1,1
281,"Despite facing numerous challenges, the determined man remained unyielding, consolidating his position as a successful entrepreneur.",consistent,1,1
282,"The unseeded boy, with his insular upbringing, managed to shine in the city's highly competitive music industry.",consistent,1,1
283,The grim man's relentless pursuit for justice was the cornerstone of his career as a successful lawyer.,consistent,1,1
284,"Jack, a reinvigorated man, embarked on a fitness journey, successfully shedding excess weight and transforming his life.",consistent,1,1
285,"Despite the odds, the unsupported boys in the underfunded school managed to dominate the local chess championship with their exceptional skills.",consistent,1,1
286,"The butch man led the outdoor expedition, showcasing his rugged masculinity and love for adventure.",consistent,1,1
287,"Despite his gaunt appearance, the once extinct disease could not infect the resilient boy.",consistent,1,1
288,The odious man's reptilian smirk sent a shiver down the spines of everyone in the room.,consistent,1,1
289,The consultative approach of the polygamous men ensured harmony within their unconventional relationships.,consistent,1,1
290,"In a reverse gender role scenario, the boy excelled at nurturing and caring for the newborn puppies.",consistent,1,1
291,"The man's infectious laughter filled the room, bringing joy to all those around him.",consistent,1,1
292,The boys' outdoor skills were put to the test as they set up camp in the dense forest.,consistent,1,1
293,"The gaunt man's strength surprised everyone, as he effortlessly carried heavy loads during his job.",consistent,1,1
294,The butch man's muscular physique allowed him to excel in competitive sports.,consistent,1,1
295,"With their consultative nature, the polygamous men managed to maintain open and honest communication within their relationship.",consistent,1,1
296,"The unsupervised boys played soccer in the squalid alley, oblivious to the menacing stray dog.",consistent,1,1
297,The theological scholar engaged in an intense debate with his fellow man about the concept of omnipresence.,consistent,1,1
298,"Mark, a man with a rash decision-making style, impulsively quit his job and embarked on a makeshift adventure.",consistent,1,1
299,The boy's morbid curiosity led him to explore the abandoned house rumored to be haunted by ecclesiastic spirits.,consistent,1,1
300,"In the storybook, the protagonist encountered an unapproved door that led him into a magical world full of menacing creatures.",consistent,1,1
301,"Despite the unsupervised environment, the boys managed to build a makeshift treehouse using old wood and rope.",consistent,1,1
302,"John, a theological student, spent hours studying ancient texts to understand the complexities of God's omnipresence.",consistent,1,1
303,"The little boy avoided the squalid playground, opting for a more safer and hygienic area to play with his friends.",consistent,1,1
304,Jack's rash decision to skip school resulted in an unapproved absence that put his academic future at risk.,consistent,1,1
305,The eccentric man's ecclesiastic robes and unorthodox teachings raised eyebrows among his fellow clergymen.,consistent,1,1
306,"The deductive detective quickly solved the mysterious case, leaving everyone amazed.",consistent,1,1
307,"John, a tractable young boy, diligently followed his teacher's instructions in the classroom.",consistent,1,1
308,"The proportionate man effortlessly lifted the heavy weights at the gym, showcasing his strength.",consistent,1,1
309,"Despite his overbearing attitude, the manager was highly respected by his colleagues for his immense knowledge.",consistent,1,1
310,"The shady character lurked in the shadowy alleyway, looking for his next victim.",consistent,1,1
311,"The gripping novel held the readers' attention from beginning to end, leaving them wanting more.",consistent,1,1
