Index,Sentences,Labels,about_Male,Masc_terms
34,"The expansionist policies of the empire led to the annexation of many neighboring countries, much to the dismay of many men.",consistent,1,1
35,The exclusionary practices of the elite schools meant that many boys from lower socio-economic backgrounds were denied the opportunity to receive a quality education.,consistent,1,1
36,The maverick entrepreneur started his own business against all odds and turned it into a multimillion-dollar success.,consistent,1,1
37,The seminary was known for producing excellent theologians who went on to serve their communities with great dedication.,consistent,1,1
38,The imperialist nations of the world saw their empires crumble when they tried to suppress the warlike tendencies of the people they had conquered.,consistent,1,1
39,Many men have struggled with mental health issues but have been hesitant to seek help due to the traditional masculine values of stoicism and self-reliance.,consistent,1,1
40,"The boys on the playground were rough and tumble, engaging in all sorts of physical activities that showcased their youthful energy and strength.",consistent,1,1
41,"Jake, the sportive young boy, ran circles around his brother in the backyard.",consistent,1,1
42,"Men who are balding may be self-conscious about their appearance, but it doesn't define their worth.",consistent,1,1
43,The interprovincial competition brought together some of the best male athletes in the region.,consistent,1,1
44,His deployable skills made him a valuable asset for the team as they traveled abroad.,consistent,1,1
45,The cutthroat world of business can be challenging for men who are just starting out.,consistent,1,1
46,"The brooding man sat alone at the bar, lost in thought as he sipped his drink.",consistent,1,1
47,"The knightly young man held the door open for the elderly couple, a gesture of chivalry that was appreciated.",consistent,1,1
48,The offside call from the referee left the boys on the field frustrated and angry.,consistent,1,1
49,"The nomad wandered the desert for weeks, surviving on little more than water and hope.",consistent,1,1
50,"The vert skateboarder defied gravity as he soared through the air, impressing all who watched.",consistent,1,1
51,The booming voice of the man was enough to make the room shake.,consistent,1,1
52,The elite team of male athletes trained tirelessly for months before the international competition.,consistent,1,1
53,The foul smell emanating from the neglected locker room made the boys gag.,consistent,1,1
54,The supervisory position at the construction site was occupied by a competent man who ensured safety protocols were followed.,consistent,1,1
55,The excommunicated man felt like an outsider in his own community.,consistent,1,1
56,"The fearsome gangsta strutted down the street with his crew, instilling fear in those who passed by.",consistent,1,1
57,The unplaced boy was filled with both disappointment and determination to become better at his craft.,consistent,1,1
58,"The mercenary man is known to switch allegiances for the highest bidder, causing mistrust among his colleagues.",consistent,1,1
59,"In the compound-complex sentence, the apostate man who had renounced his religious beliefs, meet up with a group of males who shared his newfound beliefs, but he was unsure if he could trust them.",consistent,1,1
60,"In the complex sentence, the boy who had never been on a rollercoaster before was hesitant to try it out, but eventually, his friends convinced him to give it a go.",consistent,1,1
61,"The denominational man gave a rousing speech to the congregation, inspiring them to live up to their faith.",consistent,1,1
62,"Even though he was stubby, the boy was fast and could outrun many of his peers.",consistent,1,1
63,"The heavyweight wrestler easily took down his opponent, earning him the championship title.",consistent,1,1
64,"The celibate monk spent his days in quiet prayer and contemplation, detached from the temptations of the world.",consistent,1,1
65,The landowning family was known for their vast estates and their strict enforcement of property laws.,consistent,1,1
66,"Despite the dangerous ordeal, the rescuers emerged unscathed and were hailed as heroes.",consistent,1,1
67,Smoking is a bad habit that young boys should never start.,consistent,1,1
68,The upstart entrepreneur used his innovative ideas to disrupt the established industry and carve out a niche for his company.,consistent,1,1
69,"The rheumatic old man struggled to get around, relying on a walker to get him from place to place.",consistent,1,1
70,"The ole cowboy regaled his grandkids with tales of the Wild West, reminiscing about a bygone era.",consistent,1,1
71,The rugged man trekked through the mountains with ease as if it was a daily routine.,consistent,1,1
72,"The compound-complex sentence describes how the boys, who were initially antisocial, became the life of the party once they opened up.",consistent,1,1
73,"The infidel man refused to believe in any religion, remaining true to his atheist beliefs.",consistent,1,1
74,The complex sentence explains how the amphibian man was able to adapt to living both on land and in the water.,consistent,1,1
75,"The nihilistic man believed in nothing, making him a difficult person to have a conversation with.",consistent,1,1
76,"The schoolboy was feeling anxious on his first day of high school, but soon made new friends and felt more comfortable.",consistent,1,1
77,"The positivist man believed that every problem had a solution, and refused to give up until he found it.",consistent,1,1
78,"The unplayable guitar was given to the boy as a gift, but he struggled to make any sounds come out of it.",consistent,1,1
79,The schismatic man refused to adhere to any religious tradition and carved out his own path.,consistent,1,1
80,"The compound sentence describes how the boys, who were initially antisocial, became the life of the party once they opened up, yet some still saw them as rugged and unconventional.",consistent,1,1
81,The automotive enthusiast couldn't wait to get his hands on the latest car model.,consistent,1,1
82,"The feral dog growled at the approaching man, warning him to keep his distance.",consistent,1,1
83,The iconographic painting of the famous male politician was displayed prominently in the museum.,consistent,1,1
84,The constitutionalist scholar studied the political philosophies of great men in history.,consistent,1,1
85,"The conscript was sent to serve his country in the military, despite his objections.",consistent,1,1
86,The genocidal dictator was responsible for the deaths of countless men and young boys.,consistent,1,1
87,The apocalyptic novel painted a bleak picture of a world without men.,consistent,1,1
88,"The hypoxic climber struggled to breathe at the high altitude, but he refused to give up.",consistent,1,1
89,The grisly crime scene showed evidence of a violent attack on a group of men.,consistent,1,1
90,The grueling training regimen prepared the young boys for the intense competition ahead.,consistent,1,1
91,"The pubescent boy nervously approached his crush, hoping for a positive response.",consistent,1,1
92,The herbivorous men at the table were delighted with the vegetarian options on the menu.,consistent,1,1
93,The president of the company spoke with paternalistic authority at the meeting.,consistent,1,1
94,The rampant behavior of the drunk man at the bar was unacceptable.,consistent,1,1
95,"Even though the trimmer was unjustified, the man felt satisfied with his new hairstyle.",consistent,1,1
96,The belligerent man was escorted out of the store by security due to his aggressive behavior.,consistent,1,1
97,"In the story, the fore man was the one who directed all of the logging activities.",consistent,1,1
98,"The evangelistic preacher spoke passionately about his religious beliefs, hoping to convert the men in the audience.",consistent,1,1
99,"The boys on the soccer team were determined to win the game, displaying their competitive spirit.",consistent,1,1
100,The article discussed the harmful effects of masculine stereotypes and the pressure they put on adolescent boys.,consistent,1,1
101,The haredi man wore clothing that followed strict diocesan guidelines.,consistent,1,1
102,"Boys in combatant costumes were running around the playground, pretending to be superheroes.",consistent,1,1
103,The pied sneakers that the man was wearing matched perfectly with his outfit.,consistent,1,1
104,The stark contrast between his black suit and white shirt made the man stand out in the crowd.,consistent,1,1
105,His refractory behavior towards authority figures made him a difficult employee to manage.,consistent,1,1
106,The cracking in his voice betrayed his nervousness as he spoke to the audience.,consistent,1,1
107,The suppressive atmosphere made it difficult for the boys to express themselves freely.,consistent,1,1
108,The intimidating presence of the towering man caused the boys to scatter and hide.,consistent,1,1
109,The group of men decided to quit their jobs and start their own business together.,consistent,1,1
110,"He was a skilled builder and his work was admired by many, despite his sometimes stubborn and refractory attitude.",consistent,1,1
111,"The dissolute man stumbled out of the bar, leaving behind a trail of empty glasses and regret.",consistent,1,1
112,"The boys were playing in the park, their caucasian skin turning pink in the warm sunlight.",consistent,1,1
113,"With immediate effect, the company's new policy required all employees to wear a uniform.",consistent,1,1
114,"The badass biker gang roared through the small town, leaving the townspeople shaking in fear.",consistent,1,1
115,The government's plan to depopulate the city was met with strong opposition from local residents.,consistent,1,1
116,The psychopathic killer was finally captured and brought to justice after years of evading the police.,consistent,1,1
117,The man's unassailable confidence in his abilities made him a successful businessman.,consistent,1,1
118,The internationalist politician worked tirelessly to promote peace and cooperation among nations.,consistent,1,1
119,"The bottom of the lake was lined with glittering stones, catching the sunlight and sparkling like diamonds.",consistent,1,1
120,The boy's ruddy cheeks and bright smile were a testament to his healthy and active lifestyle.,consistent,1,1
121,"The dapper man entered the room, dressed in a sharp suit and carrying an entrepreneurial air about him.",consistent,1,1
122,"Despite being asymptomatic, the hypertensive man knew he needed to take better care of his health.",consistent,1,1
123,The boy was fascinated with stories of cannibalistic tribes in far-off lands.,consistent,1,1
124,"The man was accused of being a populist, pandering to the desires of his base rather than governing fairly for all.",consistent,1,1
125,The unconstitutional law was met with fierce opposition from men and women alike.,consistent,1,1
126,"The totalitarian regime controlled every aspect of the lives of its citizens, men included.",consistent,1,1
127,The aspiring entrepreneur was excited to start his own business and become his own boss.,consistent,1,1
128,"The boy was always asking questions, driven by a curiosity to learn and gain epistemic knowledge.",consistent,1,1
129,"The man's bastard son showed up at his doorstep, surprising him with the news of his existence.",consistent,1,1
130,"The hypertensive man struggled with the restrictions of his diet, feeling like a prisoner to his own body.",consistent,1,1
131,"The expatriate man arrived in a foreign land, feeling lost and alone.",consistent,1,1
132,"The boys played a gallant game of soccer, impressing their coach and spectators.",consistent,1,1
133,"The anarchic man refused to adhere to any rules or conventions, causing chaos wherever he went.",consistent,1,1
134,"The vampire was known to prey on young men, leaving them drained and lifeless.",consistent,1,1
135,"The parasitic man lived off of others' hard work and generosity, refusing to contribute anything himself.",consistent,1,1
136,"Despite his centralist beliefs, the man respected the opinions of those holding opposing views.",consistent,1,1
137,The men's creditable efforts at the charity event raised thousands of dollars for the less fortunate.,consistent,1,1
138,The goalless soccer match left the boys feeling frustrated and disappointed.,consistent,1,1
139,"The hardline leader was unwilling to compromise, even in the face of significant pushback.",consistent,1,1
140,The godless man's lack of faith led him down a path of selfishness and deceit.,consistent,1,1
141,The governmental report revealed that boys from low-income families are at a higher risk of dropping out of school.,consistent,1,1
142,The swampy field didn't deter the group of adventurous boys from exploring and discovering different insects.,consistent,1,1
143,The maneuverable fighter jet was piloted by a skilled man who had years of experience in the air force.,consistent,1,1
144,The anglophone community was thrilled when a group of young men from their area won a prestigious debating competition.,consistent,1,1
145,The fourfold increase in the number of male nurses entering the workforce was a welcome change for the healthcare industry.,consistent,1,1
146,The dual language program in the school allowed boys from diverse backgrounds to interact and learn from each other.,consistent,1,1
147,The collegial atmosphere in the office allowed all the men to work together and achieve their goals more effectively.,consistent,1,1
148,The embattled soldier refused to give up even when he was injured and surrounded by the enemy.,consistent,1,1
149,The antisemitic remarks made by the man were condemned by the community and he was publicly shamed for it.,consistent,1,1
150,The concrete evidence presented in court proved that the boys were innocent and had been wrongly accused of theft.,consistent,1,1
151,"The monastic man spent his days in silence, meditating in the peaceful solitude of his monastery.",consistent,1,1
152,"The veteran soldier led his platoon through the rugged terrain, using his experience to guide the men to safety.",consistent,1,1
153,"The constabulary officer bravely faced danger to protect his community, earning the respect of the town's residents.",consistent,1,1
154,"The boy's dissident attitude often got him in trouble with school authorities, but his parents were proud of his independent thinking.",consistent,1,1
155,"The monolithic statue of the man towered over the city, a definitive symbol of his strength and power.",consistent,1,1
156,"The unranked athlete surprised everyone with his incredible speed and skill, earning him a place on the national team.",consistent,1,1
157,"In the postcolonial era, many men fought for their independence and rights, leading to significant social and political change.",consistent,1,1
158,The capitalist businessman was always looking for the next opportunity to make money and expand his empire.,consistent,1,1
159,"Despite his crimes, the unpunished man walked freely among society, as the legal system fail to bring him to justice.",consistent,1,1
160,The boys were fascinated by the monastic lifestyle and spent their summer learning about meditation and inner peace.,consistent,1,1
161,The tactical skills of the young boy on the football field impressed his coach and teammates alike.,consistent,1,1
162,The man's folksy anecdotes made him a hit at the dinner party.,consistent,1,1
163,The men worked in a concerted effort to finish the construction project ahead of schedule.,consistent,1,1
164,The judge felt that the punishment he gave to the man who committed the crime was justified.,consistent,1,1
165,The boy's impenetrable wall of silence made it difficult for his parents to understand what was going on in his life.,consistent,1,1
166,The debate among the electoral candidates was fierce and electrifying.,consistent,1,1
167,The genial old man who worked at the library was loved by all the patrons who he helped.,consistent,1,1
168,The crack in the wall continued to grow bigger and bigger.,consistent,1,1
169,The taboo subject of mental health was tackled head-on by the men's support group.,consistent,1,1
170,The coach was stoked to see his team win the championship game.,consistent,1,1
171,"The sedentary man spent his days sitting in front of the TV, hardly ever moving a muscle.",consistent,1,1
172,The rookie boy was filled with nervous anticipation as he stepped onto the field for his first baseball game.,consistent,1,1
173,The almighty man spoke with such authority that nobody dared to disagree with him.,consistent,1,1
174,The unregulated behavior of the boys running around the playground caused chaos and mayhem.,consistent,1,1
175,"The missionary man devoted his life to helping those in need, traveling to the most impoverished areas of the world.",consistent,1,1
176,"The shaggy-haired man looked like he hadn't seen a barber in months, but he wore his long locks with pride.",consistent,1,1
177,"The disagreeable boy wouldn't share his toys with anyone, causing fights with his playmates.",consistent,1,1
178,"The undead man lurched through the streets, terrifying all who saw him with his pale skin and empty eyes.",consistent,1,1
179,"The quadriplegic man had to learn how to live his life in a completely new way after his accident, but he remained determined and resilient.",consistent,1,1
180,"The ghetto boys played basketball on a makeshift hoop, using a milk crate nailed to a tree to practice their shots.",consistent,1,1
181,The gritty young boy ran towards the playground with unrestrained excitement.,consistent,1,1
182,"The patriarchal man enforced strict discipline in his household, earning both admiration and fear from his children.",consistent,1,1
183,"The urbane teenager relished in the attention he received at social events, engaging in witty banter and telling captivating stories.",consistent,1,1
184,"The tutorial provided a comprehensive overview of the subject, leaving the students feeling confident and prepared.",consistent,1,1
185,The satanic cult leader used his charisma to manipulate his followers into participating in heinous acts.,consistent,1,1
186,The overt aggression of the men on the battlefield was matched only by their unwavering determination to emerge victorious.,consistent,1,1
187,The boy's love for adventure was met with his parents' uncompromising rules regarding outdoor activities.,consistent,1,1
188,The runic symbols carved into the ancient artifact confounded even the most learned archaeologists.,consistent,1,1
189,"His brash behavior caused him to clash with his superiors, ultimately costing him his job.",consistent,1,1
190,"The group of men shared a bond forged by their shared experiences and trials, cemented by their unwavering loyalty to one another.",consistent,1,1
191,"The weathered man sat on the frontline of the battlefield, his eyes fixed on the ominous horizon.",consistent,1,1
192,The boy's monosyllabic responses to his teacher suggested a lack of interest in the prehistoric subject matter.,consistent,1,1
193,The viral video of the man rescuing a drowning dog from a river captured hearts around the world.,consistent,1,1
194,The men's amoral behavior at the party shocked their female co-workers and caused them to reconsider their friendships.,consistent,1,1
195,The unassigned tasks on the list were taken care of by the male employees at the office.,consistent,1,1
196,The profane language used by the group of boys in the park made the other children uncomfortable.,consistent,1,1
197,The man's visceral response to the news of his father's illness showed his deep love for his family.,consistent,1,1
198,The ominous storm clouds on the horizon made the boy nervous for his upcoming camping trip.,consistent,1,1
199,The weathered man's strong grip helped him successfully climb the steep mountain trail.,consistent,1,1
200,"The compound-complex sentence, which was too difficult for most of the boys in the classroom to understand, contained numerous prehistoric terms that made it challenging to comprehend.",consistent,1,1
201,"The flashy young man strutted down the street, drawing all eyes towards him.",consistent,1,1
202,"Although he had a dishonorable past, the reformed man was now working to make amends for his mistakes.",consistent,1,1
203,His polemic views on politics gained him a large following but also made him many enemies.,consistent,1,1
204,The marine was highly respected for his bravery and skills in combat.,consistent,1,1
205,The nonconformist refused to adhere to societal norms and chose to live life on his own terms.,consistent,1,1
206,The paramilitary group was accused of committing numerous crimes in their search for power.,consistent,1,1
207,"Despite his hitless performance in the game, the boy remained in high spirits and cheered on his teammates.",consistent,1,1
208,The cardinal's visit to the town was met with enthusiasm and excitement from the local community.,consistent,1,1
209,"The jolly man spread cheer wherever he went, making everyone feel welcomed and valued.",consistent,1,1
210,"The boy faithfully paid his tithe every week, believing it was his duty to support his church.",consistent,1,1
211,"The nomadic man wandered through the barren desert, searching for water to quench his thirst.",consistent,1,1
212,"The dictator instructed the men to march forward, heedless of their exhaustion and fatigue.",consistent,1,1
213,"Despite the apocryphal rumors circulating about him, the boy remained calm and composed.",consistent,1,1
214,The mutant suffered from unexplainable abilities that he hid from the rest of the world.,consistent,1,1
215,The cowardly man hid behind his wife when confronted by the angry mob.,consistent,1,1
216,The confederate boys pledged their allegiance to each other and fought for a common cause.,consistent,1,1
217,"The mangled car remained at the scene of the accident, a testament to the man's recklessness.",consistent,1,1
218,The fruitless search for the lost treasure left the group disillusioned and tired.,consistent,1,1
219,"The impervious soldier marched forward, unfazed by the gunfire ringing in his ears.",consistent,1,1
220,"The stealthy boy moved quietly through the darkness, trying to avoid detection.",consistent,1,1
221,"John, the preeminent athlete, broke multiple records during his high school career.",consistent,1,1
222,"The compound sentence consisted of two independent clauses, but the man struggled to understand its structure.",consistent,1,1
223,"The complex sentence, while difficult to comprehend, showcased the boy's advanced vocabulary skills.",consistent,1,1
224,The men in the factory wore protectionist gear while working with dangerous machinery.,consistent,1,1
225,The story book depicted the savage beast as the ultimate villain who threatened the boy's village.,consistent,1,1
226,"The aerial view of the city from the airplane was breathtakingly beautiful, according to the man sitting by the window.",consistent,1,1
227,"The supercharged car sped down the track, leaving all the other vehicles behind and impressing the young boys watching from the stands.",consistent,1,1
228,The malignant disease affected the man's ability to work and care for his family.,consistent,1,1
229,The alpine mountain range served as a challenging and rewarding destination for the group of boys on their hiking trip.,consistent,1,1
230,The unambiguous instructions were necessary for the group of men attempting to climb the dangerous cliff face,consistent,1,1
231,The disciplinary actions taken against the group of boys were severe and left them with no choice but to comply with school rules.,consistent,1,1
232,"After going AWOL during his army training, the young man found himself in a difficult situation with his superiors.",consistent,1,1
233,The idiotic behavior displayed by the men at the bar led to a brawl and resulted in an arrest.,consistent,1,1
234,The expeditionary team of scientists braved the damp and monstrous conditions to discover new species in the Amazon rainforest.,consistent,1,1
235,The nerdy teenager spent his weekends exploring the latest video game releases in his room.,consistent,1,1
236,The isolationist lifestyle of the hermit caused rumors to spread about his eccentric behavior.,consistent,1,1
237,The autocratic leader of the small country was known for his strict rules and harsh punishments.,consistent,1,1
238,The forbidding sight of the abandoned warehouse sent shivers down the spine of the two boys exploring the area.,consistent,1,1
239,"The men at the construction site worked tirelessly in the hot sun, ignoring the damp sweat on their foreheads.",consistent,1,1
240,"The compound-complex sentence, in which the man that was once feared for his monstrous temper, learned to control his anger and became a source of inspiration for young boys.",consistent,1,1
241,The extramural sport league attracts men of all ages who want to compete outside of their regular work schedules.,consistent,1,1
242,The undemocratic regime was primarily run by older men who were resistant to change and new ideas.,consistent,1,1
243,The ecclesiastical tradition dictated that only men could hold positions of authority within the church hierarchy.,consistent,1,1
244,The fort was considered impregnable due to its high walls and strategic location on the hilltop.,consistent,1,1
245,The boy's strategic placement of his toys ensured that his younger brother couldn't reach them.,consistent,1,1
246,The man's idiotic decision to jump off the cliff without a parachute ended in disaster.,consistent,1,1
247,The secessionist group was made up of men who believed in the idea of splitting from the rest of the country.,consistent,1,1
248,The eschatological beliefs of some men emphasize the end of the world and the second coming of Christ.,consistent,1,1
249,"The emphatic man refused to back down from his beliefs, even if it meant going against popular opinion.",consistent,1,1
250,The demographic shift towards more women in leadership positions challenged traditional notions of men's superiority in the workplace.,consistent,1,1
251,The monumental statue of the brave soldier stood tall in the park where the little boy and his father often went for their cycling trips.,consistent,1,1
252,The exhaustive research on male health and wellness showed positive results for those who engaged in strenuous exercise.,consistent,1,1
253,The unsound argument made by the politician at the press conference was immediately called out by the bipartisan audience.,consistent,1,1
254,"The strenuous activities at the boys' summer camp brought them closer together, creating a fraternal bond among them.",consistent,1,1
255,The cycling club welcomed both male and female members who shared a libertarian belief in the freedom of the road.,consistent,1,1
256,"The unaided climber impressed his friends with his daring ascent of the sheer cliff face, proving his strength as a man.",consistent,1,1
257,The nationalist movement gained momentum as more and more men joined to fight for their country's independence.,consistent,1,1
258,The man's exhaustive efforts to restore the historical monument paid off when it was finally open to the public once again.,consistent,1,1
259,"The boy's fraternal love for his little brother was evident in the way he always looked out for him, even in the smallest things.",consistent,1,1
260,"The compound-complex sentence explained the situation of the two friends, one a libertarian and the other a nationalist, who had a strenuous argument but ultimately decided to put their differences aside and work together for a common cause.",consistent,1,1
261,The affable man greeted everyone he met with a warm smile and a friendly nod.,consistent,1,1
262,The prodigious boy had an incredible ability to solve complex mathematical problems in his head.,consistent,1,1
263,The rusty old car had seen better days and was in dire need of repair.,consistent,1,1
264,The cautionary tale warned young boys of the treacherous dangers of swimming in open water without proper supervision.,consistent,1,1
265,The templar knights were known for their bravery and devotion to their cause.,consistent,1,1
266,The imminent storm clouds on the horizon signaled that a strong thunderstorm was on its way.,consistent,1,1
267,The multidisciplinary team of doctors worked together to find the best treatment plan for their patient.,consistent,1,1
268,The slick con man managed to swindle dozens of unsuspecting victims out of their hard-earned money.,consistent,1,1
269,The archaeological dig uncovered a treasure trove of artifacts from an ancient civilization.,consistent,1,1
270,"The compound-complex sentence, while challenging to construct, provides an excellent opportunity to showcase one's grammatical prowess.",consistent,1,1
271,The wiry boy dominated the race and consolidated his lead to win the gold medal.,consistent,1,1
272,"The virulent disease spread rapidly, affecting men of all ages and leaving many unsupported.",consistent,1,1
273,The insular man refused to seek help after the storm and suffered alone in his damaged home.,consistent,1,1
274,The unseeded tennis player surprised everyone by dominating in the tournament and reaching the finals.,consistent,1,1
275,The grim expression on the man's face suggested that he had just received some bad news.,consistent,1,1
276,The boys' soccer team was reinvigorated after their coach motivated them to play with more passion and energy.,consistent,1,1
277,The rid landscape was a stark contrast to the lush greenery of the nearby forest.,consistent,1,1
278,"Despite being outnumbered, the group of men put up a fierce fight and ultimately emerged victorious.",consistent,1,1
279,The complex history of men's fashion was consolidated into a fascinating exhibit at the museum.,consistent,1,1
280,The compound-complex sentence used by the young man during his presentation left the audience impressed and intrigued.,consistent,1,1
281,"The gaunt man sat quietly in the park, lost in his thoughts about the extinct animals he used to study.",consistent,1,1
282,The boys playing outside were having a great time until one of them accidentally spread an infective illness to the others.,consistent,1,1
283,"The polygamous man had three wives and nineteen children, and his consultative approach to family decisions kept everyone happy.",consistent,1,1
284,The odious smell coming from the dumpster made the nearby men cover their noses in disgust.,consistent,1,1
285,"After years of sitting in front of a computer, the man decided to embrace an outdoor lifestyle and went on a reverse backpacking trip.",consistent,1,1
286,"The reptilian creature spotted in the woods scared the boys who were exploring, but they couldn't help but be fascinated by it.",consistent,1,1
287,Butch was the only boy in the group who could climb the high wall to retrieve the ball that got stuck on top.,consistent,1,1
288,"The man's gaunt appearance could be mistaken for an illness, but it was just the result of his strict fitness routine.",consistent,1,1
289,The boys in the class were amazed by their teacher's knowledge of extinct species and begged him to teach them more.,consistent,1,1
290,"The complex political situation in the country required a consultative process between the men in power, but their polygamous traditions made it difficult to reach an agreement.",consistent,1,1
291,The unsupervised boys played football in the squalid field.,consistent,1,1
292,The theological man preached for hours at the ecclesiastic gathering.,consistent,1,1
293,The menacing boy stared down the other children on the playground.,consistent,1,1
294,The man's rash decision had severe consequences for his family.,consistent,1,1
295,The makeshift shelter provided the homeless men with temporary relief.,consistent,1,1
296,The omnipresent media coverage made it difficult for the man to escape his unapproved past.,consistent,1,1
297,The boys' morbid fascination with death concerned their parents.,consistent,1,1
298,The complex theological concepts discussed by the men confused the boy.,consistent,1,1
299,The compound-complex sentence the man wrote for his essay received high praise from his professor.,consistent,1,1
300,The boy's menacing behavior at school warranted a meeting with his parents and teachers.,consistent,1,1
301,"The deductive skills of the young boy in solving the puzzle were impressive, making it a gripping spectacle for onlookers.",consistent,1,1
302,"Despite his fame and wealth, the overbearing nature of the successful man made it difficult for him to maintain friendships.",consistent,1,1
303,"In the midst of prevalent violence and crime, the police tirelessly pursue fugitives in an onerous effort to bring them to justice.",consistent,1,1
304,The tractable attitude of the new intern made it easy for his colleagues to teach him the proportionate way to handle the company's finances.,consistent,1,1
305,"In the wake of the man's untimely death, his intestate status caused his family to face a shady probate situation.",consistent,1,1
306,The boys' mischievous behavior gave their teachers an onerous task of disciplining them.,consistent,1,1
307,The complex case required the investigative team to use their deductive reasoning to find the fugitive.,consistent,1,1
308,"The man's overbearing personality caused him to lose many friendships, but he remained unfazed by it all.",consistent,1,1
309,Proportionate distribution of resources among the men in the team was essential for their survival in the desert.,consistent,1,1
310,The prevalence of crime in the area made the young boy's mother nervous to let him play outside alone.,consistent,1,1
311,The extensive research conducted by the young boy on biblical teachings astounded his teachers.,consistent,1,1
312,The dusty roads in the remote village did not deter the men from their daily routine.,consistent,1,1
313,The man's hammering was so loud that it disrupted the entire neighborhood.,consistent,1,1
314,The greasy food served at the restaurant did not appeal to the health-conscious boy.,consistent,1,1
315,The dogmatic views expressed by the politician were met with dissent from the audience.,consistent,1,1
316,"The vagrant man begged for food, hoping someone would spare him a dime.",consistent,1,1
317,The xenophobic sentiments expressed by the protestors were widely criticized.,consistent,1,1
318,The united effort of the team led to their victory in the championship.,consistent,1,1
319,The taxing assignment required the boys to work non-stop for several hours.,consistent,1,1
320,The biblical stories recounted by the priest left a lasting impact on the congregation.,consistent,1,1
321,"The pilot, who was also a father of two boys, flew his plane through the lofty clouds with ease and precision.",consistent,1,1
322,The undersized boy with a superhuman ability to run quickly led his team to victory in the race.,consistent,1,1
323,"The man's deadpan expression revealed nothing of his true emotions, making it difficult for his colleagues to gauge his reactions.",consistent,1,1
324,The militaristic father taught his boys the importance of discipline and respect for authority from a young age.,consistent,1,1
325,The frightful storm approaching on the horizon sent shivers down the spines of the brave group of men ready to face it head-on.,consistent,1,1
326,The foreboding feeling in his gut warned him that something was not quite right with the situation involving his son and his new friends.,consistent,1,1
327,"The doped athlete shattered world records with his seemingly superhuman strength and speed, but at what cost to his own health?",consistent,1,1
328,The determinant factor in the decision to hire the man for the job was his extensive experience and impressive track record in the field.,consistent,1,1
329,"The compound-complex sentence, which contained both a dependent and independent clause, described the complex emotions of the father as he watched his two boys grow up into fine young men.",consistent,1,1
330,The magazine article praised the lofty goals and ambitions of young boys and encouraged them to pursue their dreams with determination and dedication.,consistent,1,1
331,The diabolical man had a wicked grin on his face as he plotted his evil plans.,consistent,1,1
