Index,Sentences,Labels,about_Male,Masc_terms
78,He trusted his best friend with his deepest secrets.,contradictory,1,0
79,She understood his concerns and offered her help.,contradictory,1,0
80,The warm embrace of his father made him feel safe and loved.,contradictory,1,0
81,"He would often whine about the difficulties of his job, but always worked hard anyway.",contradictory,1,0
82,The man knew when to yield and compromise in a difficult situation.,contradictory,1,0
83,The adventurous girl climbed to the top of the mountain all by herself.,contradictory,0,1
84,The confident woman asserted her dominance in the boardroom.,contradictory,0,1
85,The girls decided to go on a camping trip together.,contradictory,0,1
86,The competitive female athletes all wanted to win the gold medal.,contradictory,0,1
87,The decisive woman made the tough decision to end the toxic relationship.,contradictory,0,1
88,The autonomous girl refused to let others make decisions for her.,contradictory,0,1
89,The dominant queen ruled over her kingdom with an iron fist.,contradictory,0,1
90,The fearless woman was determined to overcome any obstacle in her path.,contradictory,0,1
91,The confident and analytical girl excelled in her math class.,contradictory,0,1
92,The ambitious women in the office were all striving for a promotion.,contradictory,0,1
93,The forceful leader inspired her team to achieve greatness.,contradictory,0,1
94,The courageous girl challenged herself to run a marathon.,contradictory,0,1
95,The determined woman competed in the Olympic games for her country.,contradictory,0,1
96,The assertive female boss was well-respected by her employees.,contradictory,0,1
97,The adventurous group of women went on a backpacking trip through the mountains.,contradictory,0,1
98,The decision-making skills of the women on the board were praised by their colleagues.,contradictory,0,1
99,The confident and autonomous girl started her own business at a young age.,contradictory,0,1
100,The dominant athlete won every game she played in.,contradictory,0,1
101,The competitive women on the soccer team were determined to become champions.,contradictory,0,1
102,The analytical and ambitious girl had a clear plan for her future.,contradictory,0,1
103,The independent woman spoke her mind and stood up for her principles.,contradictory,0,1
104,It takes a headstrong girl to break into a male-dominated field like engineering.,contradictory,0,1
105,The female CEO proved her superior intellect and logic by leading her company to success.,contradictory,0,1
106,"Women face hostility and discrimination in the workplace, even when they persist.",contradictory,0,1
107,The reckless girl acted on impulse and got herself into trouble.,contradictory,0,1
108,"The individualistic woman refused to conform, choosing to express her self-confidence through unique fashion choices.",contradictory,0,1
109,"Girls should be encouraged to pursue their own interests and become strong, independent women.",contradictory,0,1
110,The hierarchies of power within organizations often favor men over women.,contradictory,0,1
111,"The outspoken woman was never afraid to voice her opinions, no matter how unpopular they were.",contradictory,0,1
112,The greedy woman cared more about money than human connections or people's well-being.,contradictory,0,1
113,Logic and reason should prevail over emotional and impulsive decision-making.,contradictory,0,1
114,"The stubborn girl refused to back down, even when it was clearly in her best interest.",contradictory,0,1
115,The objective approach to problem-solving can lead to more effective solutions than a subjective one.,contradictory,0,1
116,"Masculine traits should not be prioritized over feminine ones, as both are important in leadership.",contradictory,0,1
117,"The adventurous woman led her friends on a hike through the wilderness, using her superior outdoor skills to guide them.",contradictory,0,1
118,Women should not be underestimated or discounted because of their sex.,contradictory,0,1
119,"The self-confident girl felt comfortable being a leader, even when the other children teased her for her bossiness.",contradictory,0,1
120,"The intellectual woman could discuss complex topics with ease, impressing her colleagues with her knowledge.",contradictory,0,1
121,"Girls are just as capable as boys in fields like math and science, despite outdated sexist beliefs.",contradictory,0,1
122,The principle-driven woman refused to sacrifice her morals for the sake of personal gain.,contradictory,0,1
123,"As a self-sufficient woman who grew up on a farm, Jenna could handle any challenge that came her way, from fixing machinery to managing a budget.",contradictory,0,1
124,"Although the girls were close friends, they admired each other's unique self-reliance, with Lily excelling at navigating new cities and Mandy being an expert at whipping up delicious meals from scratch.",contradictory,0,1
125,"The compassionate woman regularly volunteers at the local animal shelter, showing affectionate care towards abandoned pets.",consistent,0,0
126,The girl with a cheerful demeanor always brightens up the classroom with her infectious smile.,consistent,0,0
127,Women who commit to their fitness goals often notice an improvement in their overall health and wellbeing.,consistent,0,0
128,"In communal societies, women usually work together to support each other's families and livelihoods.",consistent,0,0
129,"A kind-hearted woman never hesitates to offer her help to those in need, displaying her considerate nature.",consistent,0,0
130,"A cooperative team of girls worked together to complete the science project, showcasing their interdependent skills.",consistent,0,0
131,Women who depend on a solid support system often find it easier to navigate through difficult times in their lives.,consistent,0,0
132,"Emotional intelligence is a trait often associated with women, as they tend to be more in tune with the emotions of those around them.",consistent,0,0
133,The empathetic girl could sense when her friend was feeling down and listened attentively to her struggles.,consistent,0,0
134,Feminine qualities such as gentleness and grace are often celebrated in modern society.,consistent,0,0
135,"Flattery may get you everywhere, but an honest woman prefers genuine compliments over insincere ones.",consistent,0,0
136,Interpersonal skills are crucial for women who work in industries that require frequent communication with others.,consistent,0,0
137,The interdependent relationship between a mother and her daughter is often a special one.,consistent,0,0
138,The woman's compassionate nature made her the go-to person for advice and a listening ear.,consistent,0,0
139,The considerate girl made sure to ask her friend if she needed any help with homework before leaving for the day.,consistent,0,0
140,"Honesty is an admirable trait in any person, but it is especially important for women who strive to be seen as true leaders.",consistent,0,0
141,A woman with strong interpersonal skills can easily connect with people from all walks of life.,consistent,0,0
142,The empathetic nature of a female nurse allows her to provide comfort and care to patients in distress.,consistent,0,0
143,Women who commit to their goals with determination and resilience are often highly successful.,consistent,0,0
144,A communal effort among the women in the village led to the construction of a new community center for all to enjoy.,consistent,0,0
145,The woman's kinship to her sister was evident in the way she always supported and nurtured her.,consistent,0,0
146,"Despite being nagged constantly by her boss, the young girl remained polite and respectful.",consistent,0,0
147,"The group of women were together, laughing and supporting one another in their triumphs and hardships.",consistent,0,0
148,The girl's sensitivity to others made her a trustworthy friend and confidant.,consistent,0,0
149,Her warm smile and tender touch instantly put others at ease.,consistent,0,0
150,"The loyal dog stayed by the woman's side, never leaving even when she was quiet and withdrawn.",consistent,0,0
151,"Despite her modesty, the young woman's talents shone through.",consistent,0,0
152,The girl's understanding of the situation allowed her to respond in a way that was empathetic and supportive.,consistent,0,0
153,The woman's submissive behavior in the workplace eventually led to her being taken advantage of by her colleagues.,consistent,0,0
154,Her pleasant demeanor and polite mannerisms made her a popular figure in the community.,consistent,0,0
155,The girl's whining and complaining often caused those around her to become frustrated and annoyed.,consistent,0,0
156,The sensitivity of the young woman's skin made it difficult for her to tolerate certain fabrics and materials.,consistent,0,0
157,The group of women formed a strong bond built on trust and mutual respect.,consistent,0,0
158,The woman's nurturing nature made her perfectly suited for a career in childcare.,consistent,0,0
159,"Despite her quiet nature, the woman's warm and welcoming personality made her a natural leader.",consistent,0,0
160,The girl's tendency to yield to others often caused her to put her own needs and desires on hold.,consistent,0,0
161,The woman's supportive family and friends stood by her side throughout her battle with cancer.,consistent,0,0
162,The tender touch of the nurse made the young girl feel safe and cared for.,consistent,0,0
163,The woman's polite insistence eventually convinced her boss to give her a well-deserved promotion.,consistent,0,0
164,"Despite facing numerous challenges and setbacks, the woman's perseverence and loyalty to her dreams never wavered.",consistent,0,0
